wd,dr2name,source_id,teffh,g_gaia_mag,pwd,ra,dec,massh
WDJ090402.13-102404.14,Gaia DR2 5743287408456756480,5743287408456756480,15036.4,20.01986,0.998187,136.008815958269,-10.401135310367,1.112308
WDJ090459.86-095645.53,Gaia DR2 5743340356814022016,5743340356814022016,27372.86,20.08467,0.99735,136.249400909886,-9.94604656003867,1.025335
WDJ090932.37-095144.42,Gaia DR2 5743369012834942976,5743369012834942976,15718.29,20.2703,0.990294,137.384783292117,-9.86233614725701,0.691922
WDJ091329.05-074154.28,Gaia DR2 5744252092470705280,5744252092470705280,14342.47,20.30972,0.987526,138.370948522766,-7.69836460701001,1.035608
WDJ092735.46-062921.23,Gaia DR2 5745413211109543808,5745413211109543808,18367.48,20.15725,0.996715,141.897717591727,-6.48923852033592,0.823202
WDJ091509.14-062219.34,Gaia DR2 5745992688097624576,5745992688097624576,12770.72,20.06874,0.979967,138.788120275406,-6.37215760090057,0.354963
WDJ083630.74-133746.82,Gaia DR2 5746717712937150592,5746717712937150592,10109.7,20.09317,0.9408,129.12806584044,-13.6296799234715,0.288008
WDJ082953.15-120957.17,Gaia DR2 5748041559301167616,5748041559301167616,10058.72,20.13266,0.956814,127.471369755068,-12.1658575653157,0.391911
WDJ083604.00-112013.00,Gaia DR2 5748380002720458624,5748380002720458624,11891.05,20.30498,0.997714,129.016573285547,-11.3369207822721,0.767087
WDJ083734.05-105139.83,Gaia DR2 5748422196478993280,5748422196478993280,11707.76,20.01058,0.996554,129.391792025909,-10.8611157267638,0.612737
WDJ083448.10-102359.66,Gaia DR2 5748697177464064000,5748697177464064000,15812.62,20.21343,0.992197,128.700326309194,-10.3998957862993,0.543382
WDJ085353.58-102549.16,Gaia DR2 5749432823757497728,5749432823757497728,9042.112,20.19005,0.988232,133.473166739437,-10.4303721710611,0.838092
WDJ085736.56-094406.75,Gaia DR2 5749578126795824768,5749578126795824768,14019.55,20.21137,0.997171,134.402301382897,-9.73519081334353,0.981861
WDJ130407.67+091722.91,Gaia DR2 3734208978490996352,3734208978490996352,7055.207,20.28705,0.994834,196.031753390079,9.2897424411442,0.854627
WDJ130316.62+094038.37,Gaia DR2 3734286184823254144,3734286184823254144,7822.112,20.02036,0.919644,195.819107726302,9.6773256585346,0.337852
WDJ125620.20+115044.91,Gaia DR2 3735728984597212288,3735728984597212288,12208.24,20.42133,0.982513,194.084004338509,11.8458274400914,0.460383
WDJ130817.10+101338.98,Gaia DR2 3735795401971027584,3735795401971027584,12570.07,20.01719,0.997321,197.071277289772,10.227518624996,0.889392
WDJ130735.39+111352.70,Gaia DR2 3736186381434208640,3736186381434208640,10203.97,20.19783,0.979016,196.897521672134,11.2312045980684,0.548948
WDJ131122.98+115559.38,Gaia DR2 3736622062921126400,3736622062921126400,8732.187,20.16275,0.98942,197.84556251455,11.9332996223597,0.586313
WDJ130400.91+120404.07,Gaia DR2 3737088500660530944,3737088500660530944,22274,20.05547,0.998743,196.003656941904,12.0677458673506,1.031846
WDJ130033.07+115635.11,Gaia DR2 3737185871863300224,3737185871863300224,7989.384,20.03189,0.991468,195.137556402934,11.943051110815,0.590844
WDJ133238.93+112414.57,Gaia DR2 3738456735506691712,3738456735506691712,9759.413,20.11237,0.957884,203.162083432604,11.4040574721251,0.465345
WDJ133954.22+123625.14,Gaia DR2 3740318346131020160,3740318346131020160,9074.806,20.16348,0.993785,204.975968245641,12.6068368528821,0.890144
WDJ134722.91+135307.95,Gaia DR2 3740860680241585024,3740860680241585024,9213.845,20.15889,0.96823,206.845326279707,13.8855781506544,0.596358
WDJ133740.15+144014.26,Gaia DR2 3741629586762591360,3741629586762591360,12406.95,20.36169,0.995447,204.417198919126,14.6706265044407,0.903665
WDJ133617.00+151947.61,Gaia DR2 3741903223423424512,3741903223423424512,18238.61,20.19766,0.987942,204.070770024703,15.3298574510927,0.570238
WDJ131802.77+150102.95,Gaia DR2 3744260576352860928,3744260576352860928,16820.96,20.23556,0.99856,199.511481425104,15.0175496741008,0.892679
WDJ131724.52+155415.67,Gaia DR2 3744529991061792896,3744529991061792896,10583.08,20.10984,0.979313,199.352239800361,15.9042099574608,0.366003
WDJ133144.91+155920.58,Gaia DR2 3745011787608413056,3745011787608413056,11589.7,20.09535,0.997765,202.936941130706,15.9889631394386,0.824868
WDJ132849.37+155012.71,Gaia DR2 3745088680407631872,3745088680407631872,6361.307,20.56046,0.981847,202.205408647599,15.8369348147894,0.994331
WDJ132341.06+160201.42,Gaia DR2 3745893179321268096,3745893179321268096,15836.78,20.19063,0.992786,200.920903058693,16.0337493273903,0.559723
WDJ132400.87+164646.33,Gaia DR2 3746005741824671616,3746005741824671616,21108.75,20.01639,0.998453,201.003530667846,16.7795433446091,0.802291
WDJ132150.28+173309.77,Gaia DR2 3746383943760303872,3746383943760303872,17941.82,20.22562,0.993058,200.459462189021,17.5526658537076,0.552916
WDJ133038.26+173854.94,Gaia DR2 3746492554893561216,3746492554893561216,9552.276,20.06877,0.995712,202.659458276062,17.6485759188999,0.770452
WDJ132730.95+181201.09,Gaia DR2 3746771104996626432,3746771104996626432,12971.89,20.00316,0.98243,201.878809465156,18.2003757695666,0.350972
WDJ132934.94+190810.42,Gaia DR2 3746979982142637952,3746979982142637952,9446.312,20.4564,0.995773,202.395488590789,19.1362891139559,0.968345
WDJ132901.76+191205.89,Gaia DR2 3746983585619227776,3746983585619227776,9143.208,20.32665,0.966941,202.257357433125,19.2015605837674,0.491228
WDJ104709.93-142110.55,Gaia DR2 3750234429185367296,3750234429185367296,11053.85,20.11775,0.995843,161.791328648966,-14.3529613621529,0.777601
WDJ105727.62-130848.61,Gaia DR2 3756195087877910912,3756195087877910912,20733.91,20.22646,0.998149,164.365015005029,-13.1468351196076,1.050709
WDJ105338.76-132203.99,Gaia DR2 3756219380212499840,3756219380212499840,11911.92,20.04266,0.996653,163.411368461872,-13.3676737026997,0.649692
WDJ104954.42-134317.66,Gaia DR2 3756286897099358848,3756286897099358848,16743.24,20.39174,0.985885,162.476672156015,-13.7216114958209,0.977881
WDJ091230.61-054551.85,Gaia DR2 5758097422061326848,5758097422061326848,16671.17,20.16934,0.996948,138.127501445317,-5.76437258358375,0.718761
WDJ091405.14-055330.31,Gaia DR2 5758100063465933056,5758100063465933056,16033.7,20.3927,0.984253,138.521386331047,-5.89178754969499,0.722278
WDJ091642.15-044952.05,Gaia DR2 5758555226919923456,5758555226919923456,7833.313,20.37493,0.995022,139.17567678014,-4.83120269156507,0.856815
WDJ091948.70-043541.71,Gaia DR2 5758668133020517504,5758668133020517504,10751.45,20.02913,0.987902,139.952979785711,-4.59492578187821,0.514688
WDJ091609.76-045134.99,Gaia DR2 5758741044384752384,5758741044384752384,6630.837,20.29585,0.815777,139.040567157881,-4.85978415650673,0.186612
WDJ091554.68-040323.10,Gaia DR2 5758936482577055360,5758936482577055360,13605.26,20.02564,0.998449,138.977769219094,-4.05643741964957,0.930818
WDJ090554.75-053608.48,Gaia DR2 5759005137629579136,5759005137629579136,9540.658,20.29349,0.969863,136.478118034258,-5.6023828006607,0.523945
WDJ090608.27-050843.45,Gaia DR2 5759093884538835328,5759093884538835328,14911.4,20.18766,0.99794,136.534356608339,-5.14547105662449,0.844426
WDJ090117.58-043346.67,Gaia DR2 5759364089521399168,5759364089521399168,20960.75,20.07241,0.997792,135.323183167352,-4.56296590776925,1.243882
WDJ090430.83-041120.99,Gaia DR2 5759485035800220160,5759485035800220160,11542.34,20.0714,0.996928,136.128425295522,-4.18923344200698,0.770784
WDJ091101.10-042622.62,Gaia DR2 5759562585729445504,5759562585729445504,11897.34,20.16493,0.99372,137.75447251063,-4.43956554003976,0.949037
WDJ084855.26-055645.69,Gaia DR2 5760338639074948224,5760338639074948224,20268.7,20.29161,0.996122,132.230294462599,-5.94604274769554,1.086522
WDJ085053.69-053640.98,Gaia DR2 5760375296621469568,5760375296621469568,25696.23,20.14025,0.89652,132.723704221172,-5.61143679995352,0.472106
WDJ085338.58-033441.32,Gaia DR2 5761982610822933376,5761982610822933376,13567.84,20.1559,0.991565,133.410734208155,-3.57820829031688,0.49965
WDJ085314.54-033255.26,Gaia DR2 5761983813413793024,5761983813413793024,12040.63,20.0098,0.998547,133.31056654972,-3.54869575795143,0.778323
WDJ090033.92-043127.04,Gaia DR2 5762366512178569600,5762366512178569600,13937.58,20.05077,0.983656,135.141285400745,-4.52423000255972,0.392761
WDJ085804.72-035217.38,Gaia DR2 5762649709438125696,5762649709438125696,26819.11,20.12537,0.998308,134.519624222962,-3.87148743034604,1.190625
WDJ090054.27-031254.74,Gaia DR2 5762793981684398336,5762793981684398336,7757.051,20.55461,0.991244,135.226083499826,-3.21538888364586,1.023097
WDJ090500.23-032259.54,Gaia DR2 5762936505879378816,5762936505879378816,19070.04,20.32066,0.996936,136.250927537701,-3.38317238523385,0.979346
WDJ090541.95-031127.98,Gaia DR2 5762946745081095808,5762946745081095808,9132.132,20.10606,0.966165,136.424724591584,-3.19124672657294,0.452458
WDJ091048.42-021802.34,Gaia DR2 5763110782767027584,5763110782767027584,25832.02,20.19954,0.996887,137.701698364718,-2.30068207822122,1.040752
WDJ090650.18-014518.56,Gaia DR2 5763397682286816256,5763397682286816256,10041.05,20.06532,0.996279,136.708980961453,-1.755214072801,0.616612
WDJ085159.60-020512.14,Gaia DR2 5763882777368886272,5763882777368886272,18042.71,20.2782,0.998514,132.998276965893,-2.08673130863207,1.025561
WDJ090016.34-014610.57,Gaia DR2 5764103671831572864,5764103671831572864,18803.13,20.2702,0.997827,135.06800413082,-1.76956912999666,1.154111
WDJ104605.27-035233.60,Gaia DR2 3777381783591618304,3777381783591618304,10605.62,20.20419,0.989222,161.521841685612,-3.87600666570238,0.795657
WDJ104650.53-034432.33,Gaia DR2 3777387556027945856,3777387556027945856,9438.243,20.07802,0.950911,161.710512480287,-3.74234480603883,0.556448
WDJ102243.32-060940.98,Gaia DR2 3778700652084165248,3778700652084165248,14950.04,20.02651,0.992485,155.680342083834,-6.16138538814251,0.468525
WDJ103251.00-025847.33,Gaia DR2 3781428643512359808,3781428643512359808,9476.708,20.25705,0.962645,158.212426114969,-2.97979013678064,0.469458
WDJ111552.35-081657.38,Gaia DR2 3783260051927460480,3783260051927460480,4558.405,20.14928,0.938057,168.967762663139,-8.28213365960535,0.589323
WDJ110800.73-074024.74,Gaia DR2 3784248203643073024,3784248203643073024,11336.42,20.02612,0.995782,167.00290279321,-7.67352722828871,0.78487
WDJ110816.44-065156.09,Gaia DR2 3784595507582963712,3784595507582963712,11190.77,20.02836,0.996237,167.068359011728,-6.865657716049,1.143014
WDJ112722.05-062332.09,Gaia DR2 3785343312929168256,3785343312929168256,14021.44,20.00222,0.992597,171.841816926417,-6.39225577917986,0.418256
WDJ112738.94-055609.97,Gaia DR2 3785513393633956096,3785513393633956096,12696.6,20.01788,0.976968,171.912141676866,-5.93610918559716,0.365843
WDJ113047.70-041057.18,Gaia DR2 3786345487712433536,3786345487712433536,5621.963,20.00277,0.817393,172.698049089305,-4.18276552711535,1.054259
WDJ112101.40-050148.50,Gaia DR2 3786522229912163840,3786522229912163840,8187.362,20.2479,0.987569,170.255790281996,-5.03018364952882,0.748224
WDJ110024.23-055928.14,Gaia DR2 3787891328047025920,3787891328047025920,9520.723,20.0802,0.952253,165.10087521542,-5.99121076119665,0.448838
WDJ110708.52-030333.58,Gaia DR2 3790994252939876480,3790994252939876480,9655.177,20.13839,0.997761,166.785416814896,-3.05932039202679,0.81693
WDJ111507.32-001232.07,Gaia DR2 3792023120945792768,3792023120945792768,5187.702,20.29569,0.956988,168.77969463644,-0.20914915993151,0.744449
WDJ115151.58-011647.99,Gaia DR2 3794454145450768512,3794454145450768512,11033.73,20.25727,0.996108,177.96487226946,-1.28013044166849,1.137428
WDJ115133.87-005950.67,Gaia DR2 3794535986051242752,3794535986051242752,8307.581,20.09035,0.995668,177.890988589032,-0.997310574625763,0.826406
WDJ115200.05-005028.05,Gaia DR2 3794544060589985024,3794544060589985024,7451.708,20.07108,0.99526,177.999994567843,-0.841204799624889,0.807292
WDJ115604.18+003743.48,Gaia DR2 3795318151135829376,3795318151135829376,11178.16,20.20719,0.997154,179.017264980011,0.628784473473552,0.75909
WDJ115003.34+003754.62,Gaia DR2 3796033456463668352,3796033456463668352,4795.909,20.2771,0.939939,177.513387877782,0.631942627765806,0.631483
WDJ112116.48+003101.37,Gaia DR2 3798136646114316544,3798136646114316544,10979.74,20.08897,0.997001,170.318551932431,0.51708993510734,0.973035
WDJ112630.91+001952.08,Gaia DR2 3798238454018972416,3798238454018972416,6023.847,20.00197,0.9674,171.628822941918,0.331022578288192,0.435018
WDJ113838.50+023048.94,Gaia DR2 3799732106205277056,3799732106205277056,13238.88,20.14444,0.99688,174.660300553432,2.51360452867034,0.908525
WDJ113226.03+014404.66,Gaia DR2 3799966512636056704,3799966512636056704,13636.07,20.03044,0.991292,173.10840333118,1.73459957560444,0.561533
WDJ105422.62-024709.33,Gaia DR2 3801901270848297600,3801901270848297600,24052.21,20.0727,0.998326,163.594314382999,-2.78600123239211,1.27048
WDJ105159.14-002908.61,Gaia DR2 3803259446881739392,3803259446881739392,9509.976,20.03432,0.954941,162.996385071974,-0.485693774601199,0.62782
WDJ110009.51+002347.28,Gaia DR2 3804688193521986048,3804688193521986048,7486.396,20.10649,0.878733,165.039626787753,0.396416046860612,0.410175
WDJ105823.30+015001.33,Gaia DR2 3808415636724754688,3808415636724754688,18171.9,20.3253,0.894009,164.597103917248,1.83360165243689,0.554186
WDJ112331.32+032821.83,Gaia DR2 3812611785413007232,3812611785413007232,11569.16,20.14525,0.957596,170.880460745158,3.4726726765699,0.335713
WDJ110305.02+061114.02,Gaia DR2 3816677985571206400,3816677985571206400,5896.657,20.00304,0.989936,165.770982543022,6.1870973429395,0.617437
WDJ170412.31-744406.07,Gaia DR2 5802226076429598080,5802226076429598080,18824.53,20.15897,0.993676,256.051217669775,-74.7350402414768,0.509734
WDJ165503.70-744048.82,Gaia DR2 5802274661104395776,5802274661104395776,15647.91,20.38988,0.997515,253.765270569204,-74.6803353969387,1.255501
WDJ171242.16-732550.59,Gaia DR2 5802595344833108992,5802595344833108992,29114.99,20.16622,0.996344,258.175557651494,-73.4307719721553,0.959654
WDJ171530.95-732348.23,Gaia DR2 5802598780807649920,5802598780807649920,4900.619,20.35681,0.855994,258.87395053241,-73.3980682238174,0.788591
WDJ170154.98-725114.64,Gaia DR2 5802871283597208576,5802871283597208576,7890.796,20.2597,0.7752,255.47900861563,-72.8540965267965,0.173689
WDJ175754.66-743725.15,Gaia DR2 5802934234932762496,5802934234932762496,14413.18,20.50933,0.996833,269.477890897385,-74.6237033243913,1.067411
WDJ175302.44-743244.65,Gaia DR2 5802947910109634688,5802947910109634688,16597.49,20.25778,0.997267,268.259899767719,-74.5458560647406,0.869543
WDJ173019.16-735948.23,Gaia DR2 5803257933733803904,5803257933733803904,14945.43,20.13813,0.996953,262.579769164267,-73.9967912858105,0.578071
WDJ175625.18-724955.05,Gaia DR2 5803599916207160320,5803599916207160320,14004.83,20.07997,0.998135,269.104934601013,-72.8319862644737,1.040016
WDJ173844.99-720625.63,Gaia DR2 5803802363786659200,5803802363786659200,16503.38,20.07113,0.998197,264.687203010488,-72.107242903206,0.655997
WDJ174503.96-720121.57,Gaia DR2 5803885033316726656,5803885033316726656,12343.82,20.19099,0.95655,266.26662579976,-72.0227706697893,0.308751
WDJ173538.67-711014.66,Gaia DR2 5803995809115732352,5803995809115732352,12690.87,20.41475,0.995658,263.910720058541,-71.1707870247152,0.811356
WDJ172011.77-732632.69,Gaia DR2 5804038002871507456,5804038002871507456,5976.671,20.17746,0.983811,260.049007822699,-73.4421896551734,0.909695
WDJ171706.94-725853.52,Gaia DR2 5804113151916004352,5804113151916004352,20061.94,20.13398,0.998552,259.278930356044,-72.9814724509237,1.026422
WDJ172119.65-721751.34,Gaia DR2 5804261517270527232,5804261517270527232,20190.9,20.41252,0.99854,260.332008123977,-72.2975747399638,1.120925
WDJ172135.29-720954.79,Gaia DR2 5804264261749379840,5804264261749379840,16779.01,20.0995,0.989519,260.397219857879,-72.1652914719392,0.438335
WDJ171819.41-715032.06,Gaia DR2 5804288867618802432,5804288867618802432,10997.78,20.47687,0.996073,259.580755985306,-71.8422692393985,1.158411
WDJ171937.92-715243.86,Gaia DR2 5804289108136722560,5804289108136722560,8884.22,20.45744,0.996392,259.907796909604,-71.8789834226874,0.903988
WDJ170449.64-723341.69,Gaia DR2 5804371056117162496,5804371056117162496,14294.11,20.01078,0.998521,256.206656626142,-72.5616421002011,0.893634
WDJ171426.28-720939.37,Gaia DR2 5804440217969462400,5804440217969462400,14139.77,20.25997,0.910964,258.609516903301,-72.16105737564,0.278578
WDJ170459.63-714218.69,Gaia DR2 5804525258322468096,5804525258322468096,10228.22,20.26217,0.984715,256.248475875449,-71.7051621287995,0.36429
WDJ170532.41-713552.20,Gaia DR2 5804533302797820928,5804533302797820928,20006.06,20.25337,0.995355,256.384972853155,-71.5978907975103,0.638489
WDJ172456.79-713351.94,Gaia DR2 5804637584606807424,5804637584606807424,12307.44,20.0458,0.998412,261.236623316495,-71.5644972288321,0.821696
WDJ171640.58-713555.52,Gaia DR2 5804858689520365696,5804858689520365696,18492.38,20.04883,0.996044,259.169052037816,-71.5988247987873,0.530836
WDJ171311.36-710133.25,Gaia DR2 5804889166608532480,5804889166608532480,15841.38,20.15888,0.998348,258.297239384252,-71.0259312715704,0.674088
WDJ171735.62-710451.94,Gaia DR2 5804896794468336256,5804896794468336256,21494.38,20.06206,0.998427,259.398369897344,-71.0810999965067,0.831207
WDJ163932.41-733633.36,Gaia DR2 5805383942544342016,5805383942544342016,12389.86,20.11595,0.996539,249.885175071453,-73.609292810301,0.556517
WDJ164016.07-732856.87,Gaia DR2 5805409781068160640,5805409781068160640,12734.7,20.17405,0.935425,250.066702642903,-73.4825627891322,0.282794
WDJ163720.59-734555.30,Gaia DR2 5805563472183375744,5805563472183375744,17522.43,20.07651,0.998692,249.335972255925,-73.7653519928042,0.809995
WDJ164344.35-724200.47,Gaia DR2 5805832440208626432,5805832440208626432,11472.75,20.32721,0.992299,250.934767221671,-72.7001633994657,0.649316
WDJ162319.45-695450.28,Gaia DR2 5807316647764899328,5807316647764899328,12253.79,20.13212,0.994956,245.830794849071,-69.9140264580426,0.70299
WDJ165319.60-714436.46,Gaia DR2 5807472263019321600,5807472263019321600,16460.95,20.21074,0.996785,253.331722358364,-71.7435002755805,0.570124
WDJ175151.77-713812.02,Gaia DR2 5809726532436532864,5809726532436532864,12742.17,20.37682,0.997126,267.965764808644,-71.6367329354691,0.825656
WDJ174848.66-705636.92,Gaia DR2 5809874794708732160,5809874794708732160,9532.409,20.28811,0.991991,267.202643935566,-70.9436091874517,0.826968
WDJ174036.79-704823.77,Gaia DR2 5809985334284089088,5809985334284089088,11505.65,20.45499,0.984169,265.153411633915,-70.8065752125674,0.651943
WDJ173427.13-710035.01,Gaia DR2 5810014162104126336,5810014162104126336,13282.6,20.33028,0.990275,263.613041204075,-71.0097886534486,0.426884
WDJ173547.09-704952.26,Gaia DR2 5810022438506076544,5810022438506076544,18385.6,20.49394,0.998651,263.946293929905,-70.8311315158809,1.104913
WDJ173424.05-702730.85,Gaia DR2 5810055389493093376,5810055389493093376,14758.5,20.0102,0.963785,263.600465618493,-70.4585146513291,0.274699
WDJ173451.79-701658.31,Gaia DR2 5810061161929344640,5810061161929344640,13333.69,20.14111,0.998829,263.715845303283,-70.2829347324053,0.837421
WDJ174113.66-701151.30,Gaia DR2 5810123151193921536,5810123151193921536,15917.74,20.09149,0.998999,265.306977076609,-70.19754502711,0.926313
WDJ174320.71-700748.35,Gaia DR2 5810127446165886208,5810127446165886208,11934,20.33462,0.996063,265.83620671983,-70.1301278288865,0.701071
WDJ173932.78-701407.16,Gaia DR2 5810147168656182400,5810147168656182400,17789.26,20.39327,0.986243,264.886601737205,-70.2353831213793,0.574192
WDJ174721.78-690847.13,Gaia DR2 5810452008254223104,5810452008254223104,10676.46,20.30827,0.928977,266.840892485322,-69.1465506737723,0.280711
WDJ175247.15-690529.91,Gaia DR2 5810464854496742400,5810464854496742400,26859.88,20.05763,0.995403,268.196450638236,-69.0916732959106,0.81097
WDJ174518.43-694951.42,Gaia DR2 5810498771851332224,5810498771851332224,21695.09,20.0509,0.991821,266.326782014704,-69.8310167402152,0.543031
WDJ174539.65-694210.17,Gaia DR2 5810524541657102208,5810524541657102208,20517.62,20.12711,0.997681,266.4152610578,-69.7028940905665,0.738469
WDJ174629.39-692755.87,Gaia DR2 5810534505980454528,5810534505980454528,14773.82,20.10639,0.998372,266.622416177139,-69.4656694838111,1.057281
WDJ174325.17-684519.43,Gaia DR2 5810683176273450496,5810683176273450496,14009.41,20.2462,0.985541,265.854886033415,-68.7554932007221,0.430543
WDJ173308.63-700409.19,Gaia DR2 5810910916913330816,5810910916913330816,15672.82,20.4738,0.9974,263.285833490945,-70.0692156159213,0.680417
WDJ171454.50-684915.98,Gaia DR2 5811266123594176256,5811266123594176256,7484.811,20.07874,0.988128,258.727174966641,-68.8212612411509,0.534432
WDJ171555.71-682314.29,Gaia DR2 5811307497018898432,5811307497018898432,15836.5,20.32819,0.99856,258.982066439838,-68.3873545519484,0.858328
WDJ172712.78-681326.64,Gaia DR2 5811454552401021440,5811454552401021440,17583.96,20.21353,0.950224,261.803231816727,-68.2241081049217,0.373291
WDJ172623.00-681006.55,Gaia DR2 5811466720046684160,5811466720046684160,7584.907,20.23282,0.906365,261.595831775497,-68.1686122625797,0.379015
WDJ173055.20-680320.22,Gaia DR2 5811506538682312192,5811506538682312192,10055.12,20.32562,0.902046,262.73011033077,-68.0556527806371,0.355862
WDJ173422.03-675954.52,Gaia DR2 5811521622609679744,5811521622609679744,9562.86,20.06877,0.97543,263.591774511649,-67.9985749949175,0.421197
WDJ173402.64-675158.90,Gaia DR2 5811524130868782720,5811524130868782720,16104.21,20.10905,0.884955,263.511098747567,-67.866322661633,0.282532
WDJ171700.64-674635.92,Gaia DR2 5811721458848793216,5811721458848793216,15944.12,20.20573,0.932693,259.252643608512,-67.7766754220301,0.286941
WDJ175043.88-684844.82,Gaia DR2 5811972117436465792,5811972117436465792,11296.88,20.35713,0.995918,267.682821023729,-68.8124998479805,0.57196
WDJ175004.00-680621.71,Gaia DR2 5812031108811083264,5812031108811083264,19169.88,20.09581,0.996107,267.516732282677,-68.1060829068257,0.604628
WDJ174955.30-671729.04,Gaia DR2 5812172361693734272,5812172361693734272,22992.5,20.00214,0.968008,267.48032792915,-67.2914990966296,0.433068
WDJ174608.63-672909.63,Gaia DR2 5812333444449417344,5812333444449417344,23025.56,20.59354,0.998431,266.535991905719,-67.4860697719258,1.247786
WDJ174200.95-665143.72,Gaia DR2 5812433706164740096,5812433706164740096,19101.27,20.29937,0.992707,265.503859723912,-66.8622441710155,0.804786
WDJ174407.79-662852.85,Gaia DR2 5812797335271371136,5812797335271371136,27184.54,20.30032,0.998092,266.032326047214,-66.4813369311913,1.097403
WDJ174318.53-661017.17,Gaia DR2 5812854814817434112,5812854814817434112,13019.69,20.38886,0.986695,265.827158493421,-66.1715505885893,0.442192
WDJ174205.71-654851.82,Gaia DR2 5812958031471387136,5812958031471387136,11957.51,20.20325,0.996694,265.523574531357,-65.8144730166424,0.989756
WDJ173605.14-674830.82,Gaia DR2 5813023559786910208,5813023559786910208,11088.53,20.5772,0.994429,264.02140649114,-67.8085871116335,0.910736
WDJ173704.37-663259.58,Gaia DR2 5813206594114644608,5813206594114644608,6779.779,20.02505,0.992494,264.268136466778,-66.5499859071309,0.648283
WDJ173023.97-642810.46,Gaia DR2 5813858359695272960,5813858359695272960,11483.05,20.11142,0.977217,262.599855505862,-64.4696149749975,0.564109
WDJ164503.87-664758.91,Gaia DR2 5815390499093339776,5815390499093339776,8713.721,20.25329,0.996147,251.266178197975,-66.799779792967,0.808545
WDJ164253.75-663431.71,Gaia DR2 5815502821075029504,5815502821075029504,6084.265,20.01044,0.992682,250.723575455488,-66.5756726262898,0.562442
WDJ164252.35-652929.12,Gaia DR2 5816124075209090688,5816124075209090688,5544.06,20.25676,0.983818,250.718432107502,-65.4915356194121,0.70598
WDJ164252.77-652918.81,Gaia DR2 5816124079499484032,5816124079499484032,6032.788,20.5598,0.97112,250.720168783632,-65.488664666068,1.048511
WDJ170152.03-641655.98,Gaia DR2 5816904698409248128,5816904698409248128,12588.31,20.06334,0.998386,255.466815763033,-64.2823370443551,0.701095
WDJ171847.38-641212.01,Gaia DR2 5817008769745601024,5817008769745601024,15213.35,20.09819,0.992571,259.697395409885,-64.2033758522067,0.456723
WDJ171725.12-641401.05,Gaia DR2 5817010801269507200,5817010801269507200,23521.41,20.30803,0.998164,259.35452239086,-64.2337023060535,1.281503
WDJ085932.14-000937.20,Gaia DR2 5764604361938424704,5764604361938424704,7833.679,20.08427,0.993173,134.883801798047,-0.160302252431161,0.72982
WDJ160048.50-864224.67,Gaia DR2 5765616118797792384,5765616118797792384,11976.36,20.15344,0.997176,240.200903556345,-86.706946588616,0.800702
WDJ163713.12-863359.93,Gaia DR2 5765629759612271872,5765629759612271872,12163.28,20.42226,0.943233,249.303986727693,-86.5666904467405,0.541032
WDJ144218.08-862131.10,Gaia DR2 5766375503373504128,5766375503373504128,10228.6,20.25969,0.937133,220.573144447757,-86.3586908090816,0.253036
WDJ145320.59-853257.84,Gaia DR2 5766628876379059840,5766628876379059840,29254.24,20.1852,0.989926,223.33448141256,-85.5493432699472,0.72736
WDJ174855.18-855212.40,Gaia DR2 5767016484292642816,5767016484292642816,15253.32,20.03394,0.998611,267.230053070933,-85.8700595008627,0.935285
WDJ163439.20-825534.41,Gaia DR2 5768717772378295936,5768717772378295936,11467.75,20.13245,0.997404,248.664102382846,-82.9263229078703,0.886903
WDJ125559.69-831709.92,Gaia DR2 5770758362879174016,5770758362879174016,6264.565,20.45184,0.990527,194.001480525597,-83.2861221363467,0.757192
WDJ143655.20-803235.02,Gaia DR2 5772966285307839744,5772966285307839744,3943.541,20.42443,0.924738,219.227973885558,-80.5430136937451,0.436641
WDJ171959.05-805127.29,Gaia DR2 5774622566431277696,5774622566431277696,9047.669,20.61691,0.988648,259.995632642404,-80.8578599890073,0.906092
WDJ162235.14-800606.79,Gaia DR2 5775282578351073664,5775282578351073664,13227.04,20.05691,0.987019,245.646271511823,-80.1019467494355,0.538514
WDJ174840.62-794448.39,Gaia DR2 5776066083463785216,5776066083463785216,10787.32,20.16087,0.940562,267.169101804921,-79.7468134528375,0.576057
WDJ174808.81-790631.33,Gaia DR2 5776463904809550592,5776463904809550592,21539.9,20.05598,0.987028,267.036803832563,-79.1087259912478,0.651428
WDJ170533.35-791347.82,Gaia DR2 5777009911116655104,5777009911116655104,10694.13,20.02145,0.996966,256.388671802948,-79.2300413616545,0.784925
WDJ164531.13-785134.45,Gaia DR2 5777278917804776576,5777278917804776576,18154.62,20.32714,0.9949,251.380088071927,-78.8596076401744,1.142881
WDJ165620.67-773004.36,Gaia DR2 5777837091755195136,5777837091755195136,17825.01,20.63653,0.996986,254.08580239421,-77.5012704071846,1.333495
WDJ164618.54-762547.85,Gaia DR2 5777963157635376896,5777963157635376896,29325.19,20.04552,0.997454,251.577169856854,-76.430016866149,0.929971
WDJ164659.66-753510.89,Gaia DR2 5778108946004572672,5778108946004572672,4357.618,20.11655,0.942236,251.746690433432,-75.5868102143368,0.552661
WDJ161126.41-790357.41,Gaia DR2 5778762811826126720,5778762811826126720,21127.4,20.1245,0.986645,242.859887013132,-79.0660524863749,0.475643
WDJ160002.67-784749.36,Gaia DR2 5778966870015434240,5778966870015434240,16140.27,20.16183,0.975236,240.010698346879,-78.7971662444419,0.400307
